job_id,contract_id,clause_id,citation,clause_name,taxonomy,taxonomy_provenance,type,prob,issue,matched,matched_key,gold_issue,gold_type,alignment,determinable,words_at_issue,evidence,reason
527BR351_loan_and_security_agreement__c190__t2_1,527BR351_loan_and_security_agreement,c190,527 B.R. 351,2.6(b) Cash Management Agreements,1.1,westlaw,2,0.2,"Clause (iii) requires each Cash Management Bank to ""forward by daily sweep all amounts in the applicable Cash Management Account to the Lender's Account"", which cannot be squared with Section 2.6(e)'s permission for Borrower to withdraw escrow funds daily or with Section 2.1(c)(B), which assumes a continuing ""aggregate balance of cash in the Cash Management Accounts"". A daily total sweep leaves nothing for either provision to operate on.",,,,,0.0,True,"The proposed issue turns on clause (iii), especially “forward by daily sweep all amounts,” and its alleged conflict with Section 2.6(e)’s daily-withdrawal permission and Section 2.1(c)(B)’s reference to an aggregate cash balance. Candidate g1 concerns the authority and control created by Section 2.6’s lockbox arrangement—including directing disposition and sweeping funds—and whether that control implied knowledge of MF08’s financial condition, not whether a total daily sweep contradicts those other provisions.",,The proposed issue alleges an internal conflict: sweeping all funds daily would leave no funds for withdrawals or a continuing aggregate balance. Candidate g1 instead concerns whether Wells Fargo’s control over revenues and expenditures under the lockbox arrangement gave it actual knowledge of MF08’s financial condition; it does not identify the asserted conflict with Sections 2.6(e) and 2.1(c)(B).
527BR351_loan_and_security_agreement__c329__t2_1,527BR351_loan_and_security_agreement,c329,527 B.R. 351,7.13 Transactions with Affiliates,1.1,westlaw,2,0.24,"The opening prohibition on forming or acquiring ""any Subsidiary without the prior written consent of Lender"" is hollowed out by the proviso to the definition of ""Subsidiary"", which excludes any post-Closing entity not capitalized with Borrower assets, any New Fund, and Bar-K, Inc. Whether the covenant reaches the formation of an affiliated lending fund is a conflict between the two.",,,,,0.0,True,The proposed issue turns on the opening words “Form or acquire any Subsidiary without the prior written consent of Lender” and their conflict with exclusions in the defined term “Subsidiary.” Candidate g1 turns on the later exception “Except for Permitted Dispositions” and the definition of “Permitted Dispositions” as applied to the R.E. Loans sales.,,"The proposed issue concerns whether the definition of “Subsidiary” limits the opening consent requirement for forming or acquiring subsidiaries. Candidate g1 instead concerns whether particular note sales qualify for the separate “Permitted Dispositions” exception, so it does not name the same defect."
527BR351_secured_promissory_note_purchase__c041__t2_1,527BR351_secured_promissory_note_purchase,c041,527 B.R. 351,5.1(c) Sponsored Investment Fund,1.1,westlaw,2,0.32,"The definition sweeps in any fund ""sponsored, promoted, owned or managed now or in the future by the Manager or its Affiliates,"" naming R.E. Loans, LLC, and the closing paragraph of 5.7(e) then excludes loans to such funds from the Related Party Loan limits. Read together, the definition removes the very transactions the related-party protections appear aimed at.",g1,527BR351_secured_promissory_note_purchase__c041__i1,"The scope of “Sponsored Investment Fund” was disputed as applied to R.E. Loans, which the court held was expressly included in that definition and therefore brought the transfers within § 5.7(e)’s exclusion.",1.1,0.93,True,"The proposed issue concerns “sponsored, promoted, owned or managed now or in the future by the Manager or its Affiliates,” the express inclusion of R.E. Loans, and § 5.7(e)’s exclusion of loans to a “Sponsored Investment Fund.” Candidate g1 concerns the express inclusion of R.E. Loans in the same defined term and that inclusion’s interaction with the same § 5.7(e) exclusion.","NPA § 5.1(c), in turn, expressly defined “Sponsored Investment Fund” to include R.E. Loans. Id. at 9. Therefore, the loans made by MF08 to R.E. Loans were not subject to the restrictions in NPA § 5.7(e) because R.E. Loans was a “Sponsored Investment Fund.”","Both identify the same mechanism: § 5.1(c) expressly includes R.E. Loans as a Sponsored Investment Fund, causing its loans to fall within § 5.7(e)’s exclusion from related-party-loan restrictions. The proposed issue adds a broader criticism of the resulting loss of protection, but its specific defect is the one g1 records."
527BR351_secured_promissory_note_purchase__c064__t2_1,527BR351_secured_promissory_note_purchase,c064,527 B.R. 351,5.7(e)(i) Related Party Loan Terms,1.1,westlaw,2,0.3,"A ""Related Party Loan"" exists only where ""the borrower is an Affiliate,"" but paragraph 5.1(a)'s definition of Affiliate expressly excludes any Noteholder and any limited partner or non-voting member of a Sponsored Investment Fund. Loans to those persons escape the related-party conditions altogether, which is only visible on reading the two together.",,,,,0.0,True,"The proposed issue turns on “the borrower is an Affiliate” and § 5.1(a)’s asserted exclusion of Noteholders and certain investors from “Affiliate.” Candidate g1 instead turns on the final paragraph of § 5.7(e), which directly excludes a loan where “the borrower or co-borrower is a Sponsored Investment Fund,” together with § 5.1(c)’s inclusion of R.E. Loans within that term.",,"The proposed issue and g1 both concern entities escaping § 5.7(e), but they identify different exclusions in different text. The proposal relies on exclusions from the definition of “Affiliate,” whereas g1 concerns the separate express exclusion of loans whose borrower or co-borrower is a Sponsored Investment Fund; therefore, no recorded defect names the same defect."
527BR351_secured_promissory_note_purchase__c065__t2_1,527BR351_secured_promissory_note_purchase,c065,527 B.R. 351,5.7(e)(ii) Related Party Loan Limit,1.1,westlaw,2,0.29,"The cap is twenty percent ""of the Loan Portfolio"" — defined in 5.4(a) as outstanding Portfolio Loan principal — while the Private Offering Memorandum states the cap as 20% of ""total Company assets."" The two measures give different limits on the same related-party exposure.",,,,,0.0,True,"The proposed issue turns on “twenty percent (20%) of the Loan Portfolio” and its alleged conflict with “total Company assets” in the Private Offering Memorandum. Candidate g1 turns on “all outstanding Related Party Loans” together with the separate definitional exclusion for loans whose borrower or co-borrower is a Sponsored Investment Fund, which determined whether MF08’s loans to R.E. Loans counted at all.",,"The proposed issue alleges a conflict between two denominator measures: the NPA’s Loan Portfolio and the Private Offering Memorandum’s total Company assets. Candidate g1 instead concerns which loans fall within “Related Party Loans,” specifically the exclusion for loans to a Sponsored Investment Fund; it does not identify a conflict over the denominator."
527BR351_secured_promissory_note_purchase__c067__t2_1,527BR351_secured_promissory_note_purchase,c067,527 B.R. 351,5.7(e) Related Party Loan Exclusions,1.1,westlaw,2,0.42,"This paragraph removes from ""Related Party Loan"" any loan whose borrower or co-borrower is a Sponsored Investment Fund or Private Client, and any Company Borrowing in which an Affiliate is co-borrower or guarantor, thereby exempting from 5.7(e)'s conditions the affiliated lending most likely to occur (5.1(c) names R.E. Loans, LLC). Whether the exclusion leaves 5.7(e)(i)-(iii) any operation is the central whole-instrument question.",g1,527BR351_secured_promissory_note_purchase__c067__i1,"The exclusion for “any loan in which the borrower or co-borrower is a Sponsored Investment Fund” was disputed as to whether it removed MF08’s loans to R.E. Loans from § 5.7(e), and the court held that it did.",1.1,0.76,True,"The proposed issue turns on both exclusion clauses—Company Borrowings involving the Manager or an Affiliate and “any loan” involving a Sponsored Investment Fund or Private Client—plus § 5.1(c)’s naming of R.E. Loans, and claims these exclusions may swallow § 5.7(e)’s conditions. Candidate g1 turns specifically on “any loan in which the borrower or co-borrower is a Sponsored Investment Fund” and § 5.1(c)’s inclusion of R.E. Loans, asking whether those words exclude MF08’s loans to R.E. Loans.","However, pursuant to the final paragraph of NPA § 5.7(e), a related party loan did not include “any loan in which the borrower or co-borrower is a Sponsored Investment Fund....” Dkt. No. 17-1, Ex. 4 at 15. NPA § 5.1(c), in turn, expressly defined “Sponsored Investment Fund” to include R.E. Loans. Id. at 9. Therefore, the loans made by MF08 to R.E. Loans were not subject to the restrictions in NPA § 5.7(e) because R.E. Loans was a “Sponsored Investment Fund.”","Both identify the Sponsored Investment Fund exclusion, together with § 5.1(c)’s designation of R.E. Loans, as removing MF08’s loans to R.E. Loans from § 5.7(e)’s conditions. The proposed issue is broader because it also invokes the Affiliate/co-borrower exclusion and asks whether the exclusions leave the conditions with any operation at all, whereas g1 resolves only their application to the R.E. Loans transactions."
565BR241_the_guarantee_agreements__c099__t2_1,565BR241_the_guarantee_agreements,c099,565 B.R. 241,4.10(a) Jurisdiction consent,1.1,westlaw,2,0.2,"The submission says proceedings ""may be instituted in or (other than by the Guarantor) removed to"" the New York courts without saying whether that forum is exclusive, and the last sentence of Section 4.10(b) preserves proceedings against the Guarantor ""in any other venue where assets ... may be found."" Whether the Guarantor may be sued elsewhere is left open.",g1,565BR241_the_guarantee_agreements__c099__i1,"The words “may be instituted in or (other than by the Guarantor) removed to” were alleged to make the forum-selection clause merely permissive, but the court held that the provision became mandatory once Plaintiff selected a designated Manhattan forum because the wording could not be read apart from the accompanying venue waiver.",1.1,0.84,True,"The proposed issue turns on “may be instituted in or (other than by the Guarantor) removed to,” the absence of express exclusivity, and Section 4.10(b)’s preservation of proceedings in another venue where assets may be found. Candidate g1 turns on the same “may be instituted” language but reads it together with the accompanying waiver of venue and forum-non-conveniens objections.","Based upon their plain meaning, the Court concludes that the clauses at issue here are mandatory or, more precisely, became mandatory once Plaintiff had filed suit in one of the designated fora. It is true that the first portion of the clauses, which states that “any legal action, suit or proceeding .. .may be instituted in or (other than by the Guarantor) removed to the U.S. federal and New York state courts located in the Borough of Manhattan, City and State of New York,” e.g., Phua Decl., Ex. 7, at 11 (§ 4.10) (emphasis added), is phrased in a permissive fashion. That portion must not be read in isolation, however, because the remaining portion of the clauses changes the nature of the parties’ bargain:","Both identify the apparent permissiveness or nonexclusivity created by “may be instituted in” and ask whether other forum-related language changes that effect. The proposed issue emphasizes the separate authorization of proceedings where assets are found, whereas g1 focuses on the venue waiver making the selected Manhattan forum mandatory once suit was filed there."
57FSupp3d920_management_agreement__c012__t1_1,57FSupp3d920_management_agreement,c012,57 F.Supp.3d 920,2(j). Managing Agent indemnity,1.3,model,1,0.28,"The indemnity covers acts ""taken or admitted to be taken,"" an apparent typographical error for ""omitted,"" which changes the class of conduct indemnified. A court would have to decide whether omissions are within the indemnity at all.",,,,,0.0,True,"The proposed issue turns on “any action taken or admitted to be taken,” specifically whether “admitted” should read “omitted.” Candidate g1 turns on the indemnity promise as a whole—“indemnify, defend and save the Principal harmless”—and its asserted conflict with the separate insurance-obligation clause.",,"The proposed issue concerns whether a likely typo excludes omissions from indemnified conduct. Candidate g1 instead concerns whether the indemnity clause conflicts with, and yields to, Prestwick’s more specific insurance obligation; it does not address the wording “admitted to be taken.”"
57FSupp3d920_management_agreement__c015__t1_1,57FSupp3d920_management_agreement,c015,57 F.Supp.3d 920,3(c). Liability insurance,1.3,model,1,0.24,"The insurance obligation is fixed only as ""such reasonable amount as the Principal shall determine,"" which combines an objective reasonableness limit with unilateral discretion and states no coverage floor. Whether the Agent, as additional insured, can complain of an inadequate limit is left open.",,,,,0.0,True,"The proposed issue turns on “such reasonable amount as the Principal shall determine” and the absence of a minimum coverage limit, particularly as affecting the Managing Agent as additional insured. Candidate g1 turns on the insurance-coverage promise as a whole—especially Prestwick’s agreement to insure Hokanson—and its asserted conflict with the separate indemnification clause.",,"The proposed issue concerns uncertainty over the adequacy and enforceability of the coverage amount. Candidate g1 instead concerns whether the insurance obligation takes primacy over Hokanson’s separate indemnification promise, so it identifies a different defect."
68FSupp3d317_2009_agreement__c006__t1_1,68FSupp3d317_2009_agreement,c006,68 F.Supp.3d 317,2. TERM OF AGREEMENT,"1.1,2.2",model,1,0.55,"The term clause says the Agreement ""shall continue until December 31, 2010, and shall continue in effect until either party terminates,"" so it is unclear whether the Agreement expires on that date or renews indefinitely subject only to ninety days' notice. The phrase ""at least ninety (90) days prior to such termination"" also leaves open who fixes the termination date.",,,,,0.0,True,"The proposed issue turns on “shall continue until December 31, 2010, and shall continue in effect until either party terminates” and “at least ninety (90) days prior to such termination.” Candidate g1 turns on the scope of “Subject to Section 12”; candidate g2 turns on the same cross-reference and whether applying it to the post-2010 90-day termination clause makes that clause superfluous.",,"Neither candidate names the proposed internal timing ambiguity. Both recorded defects concern whether the opening cross-reference to Section 12 limits the 90-day termination right, whereas the proposed issue concerns the relationship between the December 31, 2010 date and indefinite continuation, plus the absence of an expressly designated termination-date setter."
68FSupp3d317_2009_agreement__c006__t2_1,68FSupp3d317_2009_agreement,c006,68 F.Supp.3d 317,2. TERM OF AGREEMENT,"1.1,2.2",model,2,0.42,"Section 2 permits either party to end the Agreement on ninety days' written notice without stating any cause, while Section 12(i) permits termination on ninety days' notice only ""for good cause"" or on a change in COMPANY's business. A court would have to decide whether termination without cause is permitted, notwithstanding the ""Subject to Section 12"" opening words.",g2,68FSupp3d317_2009_agreement__c006__i2,Section 2 presented a whole-contract coherence problem because applying “Subject to Section 12” to its post-2010 termination right would eliminate the general right to terminate on 90 days’ notice and render that language meaningless or superfluous.,2.2,0.94,True,"The proposed issue concerns “Subject to Section 12,” the second clause allowing either party to terminate on ninety days’ notice, and Section 12(i)’s limited grounds of “good cause” or a change in COMPANY’s business. Candidate g1 concerns the scope of “Subject to Section 12” across the first and second clauses, while g2 concerns whether applying that cross-reference to the unrestricted 90-day termination clause would eliminate or render that clause superfluous.","In other words, this clause gives either party the right to terminate the 2009 Agreement for any reason upon 90 days’ written notice. If this clause were made “[s]ubject to Section 12,” it would eliminate that general termination right because Section 12 only permits a party to terminate, the 2009 Agreement under two limited circumstances — “for good cause” or “a change in COMPANY’S business that results in COMPANY no longer using Independent DSDD distributors in this territory.” Therefore, making the second clause of the first sentence of Section 2 “[s]ubject to Section 12” would render it superfluous.","The proposed issue and g2 both identify the conflict between Section 2’s unrestricted 90-day termination right and Section 12’s limited grounds, asking whether the opening cross-reference negates the unrestricted right. The choice is close because g1 addresses the related scope ambiguity in “Subject to Section 12,” but g2 most directly captures the proposed issue’s specific conflict between termination without cause and termination only for specified cause."
68FSupp3d317_2009_agreement__c053__t2_1,68FSupp3d317_2009_agreement,c053,68 F.Supp.3d 317,12(i). Termination on notice,2.2,model,2,0.45,"Section 12(i) permits termination on ninety days' notice only ""for good cause"" or on a change in COMPANY's business, which cannot be squared with Section 2's provision that the Agreement continues ""until either party terminates ... by providing ... written notice of termination at least ninety (90) days prior."" Whether termination without cause was available is the central construction question.",g1,68FSupp3d317_2009_agreement__c053__i1,"Section 12’s limited termination rights for good cause or a change in Kellogg’s business raised a whole-contract coherence question with Section 2, which the court resolved by treating Section 12’s expedited for-cause remedy and Section 2’s post-2010 no-cause 90-day remedy as distinct and harmonious.",2.2,0.97,True,"The proposed issue concerns Section 12(i)’s limitation to termination “for good cause” or upon “a change in COMPANY’s business,” contrasted with Section 2’s general 90-day written-notice language. G1 concerns those same Section 12 conditions and the same cross-provision tension with Section 2’s post-2010 right to terminate on 90 days’ notice without cause.","Construing -Section 2 to, afford either party the right to terminate the 2009 Agreement without cause after December 31, 2010 does not affect or otherwise inhibit a party’s right to terminate the 2009 Agreement based on the conditions set forth in Section 12 at any point after the Agreement becomes effective.","Both identify the same construction problem: whether Section 12’s cause-based termination conditions conflict with Section 2’s authorization of termination on 90 days’ notice without cause. G1 additionally states the court’s resolution—that the provisions create distinct, harmonious termination rights—but that does not change the defect being identified."
694FSupp2d794_excess_cession_reinsurance_agreement__c008__t1_1,694FSupp2d794_excess_cession_reinsurance_agreement,c008,694 F.Supp.2d 794,ARTICLE IV — Definition of Loss,1.1,westlaw,1,0.3,"""Loss"" is confined to amounts ""within applicable policy limits as are actually paid by the REINSURED in settlement of claims or in Satisfaction of awards or judgments,"" which does not say whether sums paid in compromise of disputed or arguably uncovered claims qualify. The 90% sublimits in (b) and (c) further leave unclear how a single settlement is allocated between ordinary loss and extra-contractual loss.",,,,,0.0,True,"The proposed issue concerns “within applicable policy limits as are actually paid ... in settlement of claims” in subsection (a), plus the absence of allocation rules between subsection (a) and the 90% categories in subsections (b) and (c). Candidate g1 concerns “prejudgment interest” in subsection (a), while g2 concerns “within applicable policy limits” as applied to statutory interest for which OHIC was directly liable.",,"Neither candidate identifies the proposed ambiguity about settlements of disputed or arguably uncovered claims or allocation between ordinary and extra-contractual loss. Although g2 concerns the same phrase “within applicable policy limits,” it addresses a different question—whether directly owed statutory prejudgment interest is covered rather than whether disputed settlements qualify or how settlements are allocated."
694FSupp2d794_excess_cession_reinsurance_agreement__c010__t1_1,694FSupp2d794_excess_cession_reinsurance_agreement,c010,694 F.Supp.2d 794,ARTICLE IV — Definition of Claim Expenses,1.1,westlaw,1,0.26,"""Claim expenses"" is defined by reference to ""the supplementary payments provisions of the REINSURED'S policy,"" a provision an umbrella or excess form may not contain, and then by a list ending in ""ailocated investigation, adjustment, and legal expenses."" Whether unallocated or in-house defense costs fall inside the definition is left open.",,,,,0.0,True,"The proposed issue concerns the cross-reference to “the supplementary payments provisions of the REINSURED'S policy,” particularly their possible absence, and the definition’s specification of “ailocated investigation, adjustment, and legal expenses” without addressing unallocated or in-house costs. g1 concerns the scope of “the REINSURED’S policy”—whether it means the Primary and Umbrella Policies or only the excess policies reinsured by ERC.",,"The proposed issue alleges a potentially dangling cross-reference and uncertainty over unallocated or in-house defense costs. g1 instead records a dispute over which policies the word “policy” encompasses, so it does not name the same defect."
694FSupp2d794_excess_cession_reinsurance_agreement__c012__t1_1,694FSupp2d794_excess_cession_reinsurance_agreement,c012,694 F.Supp.2d 794,ARTICLE V — Indemnity for Claim Expenses,1.1,westlaw,1,0.24,"The proviso allocates claim expenses ""connected with such settlement or appeal"" although the sentence introducing it speaks only of a verdict, award or judgment reduced or reversed on appeal, never of a settlement. The mismatch leaves unclear whether appellate-stage settlements are covered by the ratio rule or by the general pro rata rule.",,,,,0.0,True,The proposed issue turns on “connected with such settlement or appeal” and the absence of any earlier reference to a settlement in the proviso. g1 turns on “as respects reinsurance afforded by the other terms of this agreement” and whether it limits coverage to excess-policy expenses; g2 turns on “that proportion of claim expenses” measured by the ratio of the Corporation’s loss to total loss.,,"Neither candidate names the settlement/appeal antecedent mismatch. g1 concerns which policies generate covered expenses, while g2 concerns whether the loss-ratio allocation has practical effect when only excess-policy expenses are covered."
694FSupp2d794_excess_cession_reinsurance_agreement__c027__t1_1,694FSupp2d794_excess_cession_reinsurance_agreement,c027,694 F.Supp.2d 794,ARTICLE Ix — Participation in Claims,1.1,westlaw,1,0.15,"The right to participate arises for claims to which, ""in the judgment of the CORPORATION, it is or might become exposed,"" a self-referential standard with no objective boundary. The scope of the reinsurer's associate-in-defense right is therefore indeterminate.",,,,,0.0,True,"The proposed issue concerns “in the judgment of the CORPORATION, it is or might become exposed,” particularly the allegedly subjective and indeterminate exposure standard. Candidate g1 concerns “participate jointly with the REINSURED,” specifically whether “REINSURED” means OHIC in any capacity or only in its capacity as excess insurer.",,"The proposed issue alleges an unbounded subjective trigger for ERC’s participation right. The only candidate instead records a dispute over the capacity in which OHIC qualifies as the “REINSURED,” so it names a different defect."
694FSupp2d794_umbrella_liability_policy_number__c011__t2_1,694FSupp2d794_umbrella_liability_policy_number,c011,694 F.Supp.2d 794,II(a). Underlying-insurance defense expenses,1.1,westlaw,2,0.18,"This paragraph withholds defense and legal expenses ""covered by underlying insurance,"" which cannot be squared cleanly with the Supplementary Payments obligation in c010 or with the assumption-of-defense duty in c012 when underlying limits are disputed or eroded. Which clause governs a partially covered defense is left open.",,,,,0.0,True,"The proposed issue turns on “covered by underlying insurance” and the provision’s asserted conflict or silence relative to the Supplementary Payments and assumption-of-defense clauses when limits are disputed, eroded, or defense costs are only partly covered. Candidate g1 turns on whether “defense, investigation, settlement or legal expenses covered by underlying insurance” encompasses prejudgment interest under Wis. Stat. § 807.01(4).",,"The proposed issue alleges an unresolved conflict governing partially covered defense costs, whereas g1 concerns whether prejudgment interest falls within the listed expense categories and is covered by the underlying policy. Although both involve the exclusion, they identify different specific defects."
694FSupp2d794_umbrella_liability_policy_number__c032__t1_1,694FSupp2d794_umbrella_liability_policy_number,c032,694 F.Supp.2d 794,c. Ultimate net loss definition,1.1,westlaw,1,0.26,"""Ultimate net loss"" is defined as the sum ""actually paid or payable"" in settlement or satisfaction, and those two words point in opposite directions on whether the insured must have disbursed money before the company indemnifies. Loss Payable (c054) compounds the question by requiring payment of the underlying limit first.",,,,,0.0,True,The proposed issue turns on “actually paid or payable” and its interaction with the separate Loss Payable provision requiring prior payment of the underlying limit. Candidate g1 turns on the exclusion for “interest on any judgment of [sic] award” and the absence of language distinguishing prejudgment from postjudgment interest.,,"The proposed issue concerns whether “actually paid or payable” requires prior disbursement, compounded by a separate Loss Payable condition. The recorded defect instead concerns whether “interest on any judgment [or] award” excludes prejudgment interest, so it is a different defect."
702FSupp2d921_the_trust__c021__t1_1,702FSupp2d921_the_trust,c021,702 F.Supp.2d 921,VI.B. Division among Grantor's children,1.1,westlaw,1,0.47,"The clause directs division into ""Two (2) equal parts, one of which shall be distributed to each of Grantor's children"" while in the same sentence including ""any later children born of Grantor's marriage"", so the fixed number of shares contradicts the open class of takers. A court would have to decide how the estate is divided if there are more than two children.",,,,,0.0,True,"The proposed issue turns on the conflict between “Two (2) equal parts,” “one of which shall be distributed to each of Grantor’s children,” and “any later children born of Grantor’s marriage.” Candidate g1 turns on the two uses of “Grantor’s wife” in the triggering clauses—especially the unnamed second use—and whether they refer to Sarah Oneida Covington Scott or Helen Scott.",,"The proposed issue alleges an inconsistency between a fixed two-share division and an open class that could include later-born children. Candidate g1 instead concerns whom “Grantor’s wife” denotes for purposes of the death condition, so it records a different defect despite arising from the same sentence."
767FSupp2d1191_confidential_memorandum_for_the_2__c029__t2_1,767FSupp2d1191_confidential_memorandum_for_the_2,c029,767 F.Supp.2d 1191,Transferability of Shares and Redemption Rights — Payment and Suspension,2.2,model,2,0.33,"The promise that payment for redeemed Shares ""will be made in cash within seven days"" conflicts with Declaration §5.2, which allows payment of the redemption price wholly or partly in securities and caps suspension at seven days. Whether a Shareholder can be paid in kind turns on which text controls.",g1,767FSupp2d1191_confidential_memorandum_for_the_2__c029__i1,The Enhanced Yield Fund Memorandum’s statement that payment for redeemed shares “will be made in cash” conflicted with the Declaration’s discretion to redeem shares in cash or securities.,2.2,0.93,True,The proposed issue focuses principally on “will be made in cash” (within the phrase “will be made in cash within seven days”) and its conflict with Declaration §5.2’s authorization of payment in securities; it also mentions the seven-day language and suspension cross-reference. Candidate g1 focuses on the same “will be made in cash” language and the same conflict with §5.2’s cash-or-securities discretion.,"Similarly, with respect to redemption of Trust shares, Section 5.2 of the Declaration gave the Trustee discretion to redeem Trust shares in cash or securities, whereas the Confidential Memoranda for the two Funds provide that redemption would be in cash. Again, resolving the conflict between these terms is an issue of fact and so summary judgment is not appropriate.","Both identify the conflict between the Memorandum’s mandatory cash-payment language and Declaration §5.2’s discretion to redeem in cash or securities. The proposed issue additionally references the seven-day timing and suspension limit, but its central question—whether redemption may be paid in kind—is the exact defect recorded in g1."
767FSupp2d1191_confidential_memorandum_for_the_2__c030__t2_1,767FSupp2d1191_confidential_memorandum_for_the_2,c030,767 F.Supp.2d 1191,Limitations of Liability and Indemnification — Agent Liability,2.2,model,2,0.45,"This exculpation preserves liability for ordinary ""negligence,"" while Declaration §8.1 excepts only ""bad faith, gross negligence, willful misconduct or reckless disregard."" The standard of care owed by Wells Fargo therefore differs depending on which instrument governs.",g1,767FSupp2d1191_confidential_memorandum_for_the_2__c030__i1,"The Enhanced Yield Fund Memorandum’s exception to immunity for ordinary “negligence” conflicted with the Declaration’s gross-negligence standard, leaving unresolved which liability threshold governed the transaction as a whole.",2.2,0.99,True,The proposed issue turns on the provision’s exception for “negligence” and its conflict with Declaration §8.1’s “gross negligence” language. Candidate g1 concerns those same words and the same inter-document conflict between ordinary- and gross-negligence standards.,"Similarly, in other documents, Wells Fargo assumed responsibility for negligent conduct. See Confidential Memorandum for the EY Series, Exh. A-4 to Def.’s Mot. for Summ J., ECF No. 294-4 (“Wells Fargo ... shall have no liability to the Trust or the Shareholders for any act or omission, provided that such act or omission does not involve bad faith, willful misconduct, negligence or reckless disregard of its duties to the Trustee”) (emphasis added).
Considering the documents together, I conclude there is an ambiguity in the conflict between the “gross negligence” standard of the Declaration and the simple negligence standard of the SLA and other documents.","Both identify the same conflict: this Memorandum preserves liability for ordinary negligence, whereas Declaration §8.1 uses gross negligence, creating uncertainty over which liability threshold controls."
767FSupp2d1191_confidential_memorandum_for_the_2__c047__t1_1,767FSupp2d1191_confidential_memorandum_for_the_2,c047,767 F.Supp.2d 1191,V. Investment Policies (b) Portfolio Diversification — Authorized Investments,2.2,model,1,0.35,"The Investment Manager is ""authorized to invest assets of the Fund in"" a closed list of nine categories with no catch-all, and the categories themselves (""asset-backed securities,"" ""corporate notes, bonds, debentures,"" ""commercial paper and participations"") are undefined. Whether structured or hybrid instruments fall inside those categories, or are excluded because unlisted, is the question the list raises.",,,,,0.0,True,"The proposed issue turns on “authorized to invest assets of the Fund in” and the scope and exclusivity of listed categories such as “asset-backed securities,” “corporate notes, bonds, debentures,” and “commercial paper and participations.” Candidate g1 turns on the authorized categories for mortgage-backed securities, asset-backed securities, and corporate debt as limited by separate SLA language making safety of principal and liquidity the “prime considerations.”",,"The proposed issue concerns uncertainty over whether structured or hybrid instruments fit within an exhaustive list of undefined investment categories. Candidate g1 instead concerns whether investments that fall within authorized categories can nevertheless violate the SLA’s separate safety-of-principal and liquidity requirements, so it identifies a different defect."
767FSupp2d1191_confidential_memorandum_for_the__c019__t2_1,767FSupp2d1191_confidential_memorandum_for_the,c019,767 F.Supp.2d 1191,Redemption payment and suspension,2.2,model,2,0.29,"The reservation to postpone payment or suspend redemptions ""in certain circumstances as specified in the Declaration of Trust"" does not match Declaration of Trust Sections 5.2 and 5.4, which cap suspension at seven days and permit payment wholly or partly in securities. The scope and duration of the suspension power can only be determined by construing the two together.",,,,,0.0,True,"The proposed issue turns on “reserves the right to postpone payment ... or to suspend redemption rights in certain circumstances as specified in the Declaration of Trust,” particularly the scope and duration supplied by Sections 5.2 and 5.4. Candidate g1 turns on the distinct words “Payment for redeerned Shares will be made in cash” and their conflict with Section 5.2’s cash-or-securities discretion.",,"The proposed issue challenges the scope and duration of the postponement/suspension reservation and its cross-reference to Declaration Sections 5.2 and 5.4. Candidate g1 instead records a conflict between the separate promise to pay redemptions “in cash” and Section 5.2’s permission to redeem in cash or securities; the proposed issue mentions securities, but does not identify that cash-payment promise as the defect."
767FSupp2d1191_confidential_memorandum_for_the__c020__t2_1,767FSupp2d1191_confidential_memorandum_for_the,c020,767 F.Supp.2d 1191,Limitations of Liability,2.2,model,2,0.42,"The exculpation carve-out for ""negligence"" conflicts directly with Declaration of Trust Section 8.1, which exculpates Covered Persons except for ""bad faith, gross negligence, willful misconduct or reckless disregard."" Whether simple negligence exposes Wells Fargo to liability depends on which standard controls.",g1,767FSupp2d1191_confidential_memorandum_for_the__c020__i1,"The CI Term Trust Memorandum’s exception to immunity for ordinary “negligence” conflicted with the Declaration’s gross-negligence standard, leaving unresolved which liability threshold governed the transaction as a whole.",2.2,0.99,True,The proposed issue concerns the word “negligence” in this provision and its conflict with Section 8.1’s “gross negligence” language. Candidate g1 concerns the same ordinary-“negligence” exception and the same conflict with the Declaration’s gross-negligence standard.,"Considering the documents together, I conclude there is an ambiguity in the conflict between the “gross negligence” standard of the Declaration and the simple negligence standard of the SLA and other documents. Resolution of the interplay among these various provisions, and whether any should be given primacy, should be done by a fact-finder.","Both identify the conflict between the Memorandum’s ordinary-negligence carve-out and Section 8.1’s gross-negligence standard, with resulting uncertainty over which liability threshold controls. The candidate frames the issue across the transaction documents more broadly, but it is the same defect."
